Timestamp,AX,AY,AZ,fAX,fAY,fAZ,Amag,UL
18:12:25:896,1120,-352,-672,62.582096,166.278091,-149.915283,232.4640066,939.98
18:12:25:961,-224,736,800,58.358898,173.962997,-133.524597,226.9310541,939.98
18:12:26:348,-384,1344,-1344,51.898491,189.71048,-154.440277,250.0706275,939.98
18:12:26:704,96,736,32,52.538834,197.132782,-151.198181,253.9341504,939.98
18:12:26:817,96,1568,1152,53.161388,215.706818,-128.841965,256.8186451,939.98
18:12:27:065,-288,1216,1088,48.339352,229.440308,-107.793602,258.067837,939.98
18:12:27:131,128,-1056,-1504,49.457066,211.687439,-132.101593,254.3784662,939.98
18:12:27:315,480,32,192,55.423763,209.177582,-126.403389,250.6090004,939.98
18:12:27:510,-608,608,512,46.278339,214.69104,-115.302948,248.0497876,939.98
18:12:27:580,-224,-384,-1344,42.555073,206.463165,-136.565659,251.1735495,939.98
18:12:27:672,-448,-160,-32,35.85363,201.436432,-134.743973,244.9858306,939.98
18:12:27:805,-576,1056,1088,27.527983,213.083359,-113.763718,243.1141527,939.98
18:12:27:988,-1600,-2752,-608,5.415364,172.543243,-122.3013,211.5611138,939.98
18:12:28:075,32,-256,160,5.783157,166.425125,-117.460983,203.7838307,939.98
18:12:28:165,192,1440,288,8.325605,184.502899,-110.588226,215.2681843,939.98
18:12:28:345,1056,352,-1952,22.488853,186.906021,-141.525482,235.518728,939.98
18:12:28:525,992,1216,-2016,35.687885,201.509903,-173.618988,268.3717927,939.98
18:12:28:661,768,384,256,45.711868,204.115189,-166.120773,267.1117678,939.98
18:12:28:753,512,-1568,1536,52.099251,179.082245,-136.676407,231.2254801,939.98
18:12:28:840,288,480,-1440,55.31636,183.420227,-159.579941,249.3363931,939.98
18:12:28:933,1216,-1472,-384,71.004959,159.755554,-163.55484,239.4028549,939.98
18:12:29:021,704,-2144,960,79.640144,126.227554,-143.914673,207.3339843,939.98
18:12:29:201,1376,1792,-1504,97.304672,151.207291,-167.796875,245.9423414,939.98
18:12:29:495,-2912,3104,736,55.81596,196.264053,-151.783936,254.3095813,939.98
18:12:29:564,-2080,352,3008,25.047361,198.740753,-95.798622,222.0419626,939.98
18:12:29:811,-352,1024,-320,19.467405,211.699158,-99.943993,234.9134204,939.98
18:12:29:876,1216,-416,-896,37.04641,201.837616,-114.459076,234.9717851,939.98
18:12:30:015,-3072,480,2208,-9.03046,206.193298,-72.220161,218.6617868,939.98
18:12:30:147,-1376,-1984,3488,-30.215523,172.241409,-5.727772,174.9653914,939.98
18:12:30:237,1920,2272,-2528,0.348278,205.676208,-55.199436,212.9549285,939.98
18:12:30:373,-2528,-512,-32,-40.161907,193.962967,-54.731098,205.4996458,939.98
18:12:30:460,-256,1920,32,-43.734879,222.072708,-53.014088,232.4640205,939.98
18:12:30:550,-1344,3840,96,-64.998795,282.017273,-50.116409,293.7179601,939.98
18:12:30:779,-4160,-2144,1280,-84.701813,227.272186,-35.34502,245.1047003,939.98
18:12:30:910,576,-992,576,-72.596161,205.426208,-23.660191,219.1573274,939.98
18:12:31:003,-1408,-1504,1344,-96.935448,174.616638,2.29774,199.7316474,939.98
18:12:31:095,2464,512,-3648,-49.893093,180.790237,-67.517967,199.3316492,939.98
18:12:31:227,-4416,-1920,2496,-132.605652,142.789673,-15.966521,195.5200231,939.98
18:12:31:315,448,-480,-352,-120.887428,131.268051,-22.923422,179.918189,939.98
18:12:31:566,576,832,-64,-106.943687,144.151749,-23.762066,181.0561093,939.98
18:12:31:789,-160,864,-3168,-107.998665,157.326782,-86.722984,209.6098851,939.98
18:12:31:857,960,-928,3904,-87.154861,137.543884,-3.556726,162.8709309,939.98
18:12:31:992,1120,928,-1984,-63.562241,151.995605,-47.142269,171.3628196,939.98
18:12:32:091,-2336,-1856,1280,-108.154449,115.383453,-17.456869,159.1083541,939.98
18:12:32:326,192,-1568,-384,-102.12059,84.051598,-25.684376,134.73297,939.98
18:12:32:397,-1664,1184,2112,-133.080658,104.814133,21.581589,170.7695201,939.98
18:12:32:578,-2208,-768,-544,-174.645508,88.295204,8.835336,195.8957878,939.98
18:12:32:847,-1728,-1248,1408,-206.391327,63.049068,40.013748,219.4849992,939.98
18:12:33:208,-1056,1568,-896,-223.924698,91.685951,19.052496,242.7170814,939.98
18:12:33:341,1248,-960,2688,-193.66745,71.467957,78.582176,220.884378,939.98
18:12:33:585,-1952,-1280,-3968,-230.105133,45.451038,-14.310348,234.9871383,939.98
18:12:34:039,2880,2976,-4352,-164.789474,102.268158,-119.338127,227.7189835,939.98
18:12:34:725,-992,288,-352,-182.839752,106.003494,-125.303284,245.6990611,939.98
18:12:34:960,384,1312,128,-170.539154,129.866226,-118.942528,245.145191,939.98
18:12:37:659,-704,-672,-224,-181.995239,113.939949,-121.528748,246.7261956,939.98
18:12:40:677,2016,1824,-4736,-135.30304,147.766403,-232.62204,307.0095047,939.98
18:12:41:393,160,3424,4512,-128.89621,213.445969,-111.050407,272.9571533,939.98
18:12:41:621,2624,-4672,17312,-70.100372,111.271156,364.405396,387.4101508,939.98
18:12:41:759,288,3584,-4448,-62.208862,189.207504,193.603622,277.7621006,939.98
18:12:41:845,-1888,-8640,-6496,-101.852371,-17.736475,-56.927864,118.0223272,939.98
18:12:41:982,12448,4800,-14080,174.376907,111.558769,-628.115112,661.3480616,939.98
18:12:42:072,-32,-416,-12896,168.846573,96.479942,-1236.238281,1251.440223,939.98
18:12:42:207,-2272,10912,14944,104.889503,400.103912,-295.463501,508.3144978,939.98
18:12:42:341,16032,11136,-1056,530.890442,754.582275,-349.811035,986.7151724,939.98
18:12:42:519,-576,-9664,-8192,493.183624,352.831085,-880.252319,1068.907857,939.98
18:12:42:743,4064,5888,-9952,613.334656,599.265259,-1538.58728,1761.405424,939.98
18:12:43:465,-7552,-13632,6464,363.065887,59.532742,-1948.152466,1982.588968,939.98
18:12:43:783,-5760,-11968,8640,128.768127,-635.57782,-877.628113,1091.224771,939.98
18:12:43:931,-6976,3008,-3488,-163.819962,-391.825653,-1162.535522,1237.680557,939.98
18:12:44:366,-2080,-4064,3616,-249.8965,-637.742432,-670.287415,958.3573911,939.98
18:12:44:725,3744,6080,-3328,-71.91304,-187.217545,-939.81189,960.9725714,939.98
18:12:46:529,608,1088,-1632,-40.695522,-97.063347,-1006.605652,1012.093058,939.98
18:12:48:373,-576,672,-512,-64.499886,-45.075253,-962.529297,965.7404731,939.98
18:12:49:949,384,288,-352,-45.209118,-23.681728,-912.12085,913.5475541,939.98
18:12:50:052,1248,-512,160,8.578755,-53.337978,-829.430786,831.1882841,939.98
18:12:50:124,0,-96,1024,8.227694,-55.803036,-694.078247,696.3664888,939.98
18:12:50:217,96,512,1344,11.678894,-24.761873,-550.591064,551.2713186,939.98
18:12:50:351,2208,1824,-2400,94.911224,72.100159,-676.851196,687.26568,939.98
18:12:50:486,768,-288,992,120.525879,53.544018,-566.515015,581.6637444,939.98
18:12:50:577,1248,992,-1568,162.395142,99.848152,-630.562439,658.7494403,939.98
18:12:50:667,928,992,-1440,190.403763,142.547455,-680.131287,720.5219896,939.98
18:12:50:756,1376,-96,-768,232.864197,131.466431,-685.278992,735.6061811,939.98
18:12:50:852,896,-320,-576,256.316772,111.33445,-679.221252,734.462495,939.98
18:12:50:936,-1696,512,-2272,188.775452,128.586182,-763.051086,796.5033191,939.98
18:12:51:070,-2368,-768,2528,100.057899,91.290634,-593.527832,608.786375,939.98
18:12:51:161,-1024,-1280,1600,60.50246,35.584591,-479.368774,484.4803735,939.98
18:12:51:268,-448,-1984,-64,42.841507,-45.33007,-457.965881,462.193637,939.98
18:12:51:388,1280,384,-2624,84.775391,-28.15029,-564.945129,571.9635517,939.98
18:12:51:567,-1792,-1760,4928,21.775705,-95.334396,-295.769318,311.5161599,939.98
18:12:51:747,2784,-160,-1664,114.740784,-97.82972,-366.345428,396.162939,939.98
18:12:51:837,1504,3360,-2048,162.388351,30.803896,-450.977295,480.31175,939.98
18:12:51:977,3904,-1216,5600,289.78949,-16.888779,-151.774582,327.5648075,939.98
18:12:52:059,-1888,-1632,-672,212.901077,-77.821579,-179.096725,288.8922007,939.98
18:12:52:150,2944,1120,-2080,309.9487,-32.920685,-274.887329,415.5899563,939.98
18:12:52:239,576,2784,-512,319.558899,71.205795,-286.673676,435.1665792,939.98
18:12:52:376,-288,544,-5536,298.269257,88.973305,-536.372925,620.1424944,939.98
18:12:52:692,704,3360,-4448,312.166443,208.524948,-731.708069,822.3911723,939.98
18:12:52:871,-608,-864,-864,281.45343,168.326477,-738.467224,808.0121763,939.98
18:12:53:096,2080,-1472,-3392,340.579681,107.843437,-867.777893,938.4365709,939.98
18:12:53:274,1088,64,-1504,365.196198,106.235031,-898.833679,975.9898193,939.98
18:12:53:364,1184,160,32,391.681519,108.139221,-854.986511,946.6310989,939.98
18:15:17:321,-1984,-1184,-128,10.911464,20.143747,38.438805,44.74787503,1746.42
18:15:21:642,1120,1504,-608,5.466331,39.520996,30.415575,50.16868647,1746.42
18:15:22:408,-2144,-2048,960,-33.58997,1.751053,42.425961,54.14161466,1746.42
18:15:22:720,-3552,-1696,384,-99.028473,-29.657183,46.862812,113.5002648,1746.42
18:15:23:036,-2880,-2720,2880,-153.310471,-80.152374,83.436729,192.0681945,1746.42
18:15:23:130,2432,-2112,-4192,-101.116325,-119.560745,25.901129,158.7140555,1746.42
18:15:23:483,6112,768,-3584,28.061602,-102.001076,-26.072914,108.956275,1746.42
18:15:23:621,896,1760,-160,47.886032,-65.248985,-28.108932,85.67738419,1746.42
18:15:23:726,320,-6240,4800,54.065632,-189.128448,44.381699,201.6491944,1746.42
18:15:23:800,4928,0,8128,162.868805,-184.959488,175.315506,302.4430302,1746.42
18:15:23:893,3136,4704,-8288,233.967285,-79.126205,19.009953,247.7156133,1746.42
18:15:23:980,-1248,1024,5248,197.34845,-53.519943,129.541565,242.0574562,1746.42
18:15:24:070,6912,-288,160,363.94397,-58.953964,130.236511,391.0144907,1746.42
18:15:24:163,11264,6656,1088,662.303894,93.8358,151.614227,685.8851793,1746.42
18:15:24:252,-2016,-1312,-1216,575.891479,58.464851,121.195686,591.4030171,1746.42
18:15:24:341,4224,4832,-3488,695.821716,178.830734,40.566463,719.5789948,1746.42
18:15:24:444,4256,4544,-11520,817.12207,296.166809,-229.860901,899.0212955,1746.42
18:15:24:520,-3584,1120,1184,662.148499,319.561066,-190.280563,759.4515141,1746.42
18:15:24:609,2592,-1472,-1056,733.356384,269.29895,-214.503967,810.1515058,1746.42
18:15:24:700,6816,1792,-4096,957.853882,312.299316,-321.933258,1057.665327,1746.42
18:15:24:882,4448,32,-2752,1096.594727,304.373383,-392.312988,1203.774328,1746.42
18:15:24:971,-4192,-2496,480,880.861206,226.945831,-366.60199,980.7231483,1746.42
18:15:25:063,160,-3200,3680,849.748779,129.725937,-248.782745,894.8713094,1746.42
18:15:25:197,1952,-704,1344,895.983643,105.196243,-200.184204,924.0815189,1746.42
18:15:25:290,256,2560,-3712,869.675049,176.492569,-307.37439,939.1290292,1746.42
18:15:25:532,-2144,288,-320,749.217712,179.789688,-307.773773,829.6844022,1746.42
18:15:25:601,-1056,-1152,4672,675.824036,141.458649,-155.040558,707.6625267,1746.42
18:15:25:847,13056,-11072,-5760,1176.249878,-180.369629,-337.902832,1237.042967,1746.42
18:15:26:166,-12704,1920,-2816,509.873474,-109.074547,-424.666016,672.4651972,1746.42
18:15:26:232,12096,3808,-2112,1179.455933,24.739237,-484.473206,1275.320593,1746.42
18:15:26:369,6976,-1056,2752,1564.653931,-13.65848,-370.077423,1607.882389,1746.42
18:15:26:660,1664,-4096,1632,1571.512573,-156.645538,-297.464478,1607.070225,1746.42
18:15:26:729,-224,-512,-1536,1455.344604,-169.616882,-342.485138,1504.690624,1746.42
18:15:26:816,32,-1888,32,1365.940674,-230.548126,-329.036407,1423.801714,1746.42
18:15:26:956,-384,-1120,576,1259.753174,-262.016479,-297.434204,1320.64295,1746.42
18:15:27:045,768,-32,-800,1230.69397,-254.021729,-314.687164,1295.439191,1746.42
18:15:27:134,192,-1088,-288,1172.201172,-282.159393,-313.792816,1245.847279,1746.42
18:15:27:220,-800,-1376,1344,1064.994507,-318.435791,-260.009338,1141.5864,1746.42
18:15:27:403,-544,-352,320,978.943604,-319.53598,-241.198792,1057.643929,1746.42
18:15:27:540,-256,32,-96,914.338379,-308.37149,-236.586472,993.5194039,1746.42
18:15:27:874,-576,480,-64,838.511475,-283.938843,-231.258011,914.9879933,1746.42
18:15:28:030,96,-192,-640,801.544128,-281.132935,-243.540619,883.6406223,1746.42
18:15:28:123,-640,-640,-928,732.211426,-291.779877,-263.66687,831.1373456,1746.42
18:15:28:255,224,1056,-544,708.24939,-252.675156,-271.780945,799.5791487,1746.42
18:15:28:349,608,-736,-128,703.691711,-266.659729,-267.714325,798.7242296,1746.42
18:15:28:435,1632,96,192,744.138,-256.365784,-255.034302,827.3495473,1746.42
18:15:28:528,-640,0,-1120,685.321777,-249.239899,-278.459412,780.5934341,1746.42
18:15:28:660,480,672,-448,676.730652,-224.201538,-283.005127,767.0219077,1746.42
18:15:28:842,-1024,-832,-352,608.157288,-240.572113,-284.812653,713.3361591,1746.42
18:15:28:933,-1216,-352,-224,535.149353,-243.529205,-283.258057,652.6303935,1746.42
18:15:29:023,384,992,1952,529.128967,-211.518875,-227.475128,613.5655076,1746.42
18:15:29:111,-928,-768,-352,473.151459,-225.910492,-230.639191,572.8021386,1746.42
18:15:29:336,192,128,832,462.458649,-216.891693,-204.243576,550.1140308,1746.42
18:15:29:969,320,96,160,457.210876,-209.062668,-195.232193,539.3186382,1746.42
18:15:30:055,1504,1216,352,494.503845,-174.063538,-181.92662,554.913924,1746.42
18:15:30:190,192,-192,-96,483.887329,-174.505447,-179.865173,544.9317193,1746.42
18:15:30:507,384,768,-864,480.480804,-151.835007,-195.920425,540.6482084,1746.42
18:15:30:602,-5184,544,-1504,293.311401,-135.190231,-226.315353,394.368629,1746.42
18:15:31:269,-512,-384,-1440,264.738281,-141.081833,-254.580719,393.448578,1746.42
18:15:31:493,-1216,-256,1920,213.211914,-143.752975,-203.916397,328.1861287,1746.42
18:15:31:583,-96,480,-704,202.516571,-129.552063,-215.785721,323.0482564,1746.42
18:15:31:723,-32,-384,-1376,194.629211,-135.285156,-242.947342,339.4201146,1746.42
18:15:31:946,96,-608,512,191.405441,-145.753281,-225.286316,329.596702,1746.42
18:15:32:169,672,288,-1152,206.645874,-136.269135,-246.782471,349.533092,1746.42
18:15:32:576,992,768,128,231.010056,-116.755875,-238.132217,351.7165522,1746.42
18:15:33:166,64,672,-192,225.908249,-99.799965,-237.083847,342.349705,1746.42
18:15:33:300,704,1280,1280,240.125946,-70.314301,-203.343353,322.417571,1746.42
18:15:33:396,-1504,-1504,224,189.288696,-101.120461,-193.770081,289.1408002,1746.42
18:15:33:479,224,-320,-864,190.305084,-105.853844,-208.578217,301.5392742,1746.42
18:15:33:616,-1600,0,-416,139.339798,-103.603554,-213.120743,274.8994849,1746.42
18:15:33:788,480,-288,768,149.097031,-107.44989,-192.009384,265.7875224,1746.42
18:15:34:643,576,1216,768,161.062683,-80.310333,-171.399139,248.5328998,1746.42
18:15:35:048,-768,544,-2144,135.521652,-67.43985,-213.637421,261.8304779,1746.42
18:15:35:454,1152,608,896,163.209747,-53.6297,-189.477676,255.7642585,1746.42
18:15:36:085,-96,32,640,156.200348,-51.891273,-171.418869,237.6461268,1746.42
18:15:36:582,-640,-224,480,135.131027,-55.32159,-157.313538,214.6355563,1746.42
18:15:36:939,-2304,-768,-1024,71.27478,-69.295479,-175.91655,202.0608578,1746.42
18:15:37:572,-320,-608,-736,60.81863,-79.79982,-187.885498,212.9973647,1746.42
18:15:37:750,320,-160,-896,60.201271,-74.963997,-195.448273,217.8160263,1746.42
18:15:37:840,960,-544,-32,82.8619,-83.763672,-192.062378,225.3228889,1746.42
18:15:37:975,-704,384,96,63.193123,-75.070175,-186.197433,210.4718176,1746.42
18:15:38:067,-672,128,352,44.98888,-71.33091,-175.397751,194.6187789,1746.42
18:15:38:382,160,-224,-544,47.807739,-74.102287,-182.725266,202.8922169,1746.42
18:15:38:470,64,320,-384,48.19598,-67.054688,-186.676804,204.1259729,1746.42
18:15:38:606,64,480,256,48.566154,-57.36935,-178.119614,193.3300559,1746.42
18:15:38:693,0,1504,-896,47.454292,-29.915003,-191.851715,199.8847112,1746.42
18:15:38:829,672,-160,-416,61.445774,-32.231773,-196.118149,208.0307638,1746.42
18:15:38:967,832,192,-448,78.536201,-28.298132,-200.843613,217.5014391,1746.42
18:15:39:055,-384,-672,1440,68.348763,-39.444656,-170.477829,187.8566594,1746.42
18:15:39:144,-512,-32,-96,55.728764,-39.316334,-169.080994,182.3179963,1746.42
18:15:39:385,-160,-256,128,51.08532,-42.988537,-163.603806,176.7029416,1746.42
18:15:39:504,-448,-576,-128,40.524727,-51.908955,-162.955505,175.759181,1746.42
18:15:39:593,-672,608,64,25.615902,-40.932716,-158.894043,166.0691982,1746.42
18:15:17:321,-1984,-1184,-128,10.911464,20.143747,38.438805,44.74787503,1746.42
18:15:21:642,1120,1504,-608,5.466331,39.520996,30.415575,50.16868647,1746.42
18:15:22:408,-2144,-2048,960,-33.58997,1.751053,42.425961,54.14161466,1746.42
18:15:22:720,-3552,-1696,384,-99.028473,-29.657183,46.862812,113.5002648,1746.42
18:15:23:036,-2880,-2720,2880,-153.310471,-80.152374,83.436729,192.0681945,1746.42
18:15:23:130,2432,-2112,-4192,-101.116325,-119.560745,25.901129,158.7140555,1746.42
18:15:23:483,6112,768,-3584,28.061602,-102.001076,-26.072914,108.956275,1746.42
18:15:23:621,896,1760,-160,47.886032,-65.248985,-28.108932,85.67738419,1746.42
18:15:23:726,320,-6240,4800,54.065632,-189.128448,44.381699,201.6491944,1746.42
18:15:23:800,4928,0,8128,162.868805,-184.959488,175.315506,302.4430302,1746.42
18:15:23:893,3136,4704,-8288,233.967285,-79.126205,19.009953,247.7156133,1746.42
18:15:23:980,-1248,1024,5248,197.34845,-53.519943,129.541565,242.0574562,1746.42
18:15:24:070,6912,-288,160,363.94397,-58.953964,130.236511,391.0144907,1746.42
18:15:24:163,11264,6656,1088,662.303894,93.8358,151.614227,685.8851793,1746.42
18:15:24:252,-2016,-1312,-1216,575.891479,58.464851,121.195686,591.4030171,1746.42
18:15:24:341,4224,4832,-3488,695.821716,178.830734,40.566463,719.5789948,1746.42
18:15:24:444,4256,4544,-11520,817.12207,296.166809,-229.860901,899.0212955,1746.42
18:15:24:520,-3584,1120,1184,662.148499,319.561066,-190.280563,759.4515141,1746.42
18:15:24:609,2592,-1472,-1056,733.356384,269.29895,-214.503967,810.1515058,1746.42
18:15:24:700,6816,1792,-4096,957.853882,312.299316,-321.933258,1057.665327,1746.42
18:15:24:882,4448,32,-2752,1096.594727,304.373383,-392.312988,1203.774328,1746.42
18:15:24:971,-4192,-2496,480,880.861206,226.945831,-366.60199,980.7231483,1746.42
18:15:25:063,160,-3200,3680,849.748779,129.725937,-248.782745,894.8713094,1746.42
18:15:25:197,1952,-704,1344,895.983643,105.196243,-200.184204,924.0815189,1746.42
18:15:25:290,256,2560,-3712,869.675049,176.492569,-307.37439,939.1290292,1746.42
18:15:25:532,-2144,288,-320,749.217712,179.789688,-307.773773,829.6844022,1746.42
18:15:25:601,-1056,-1152,4672,675.824036,141.458649,-155.040558,707.6625267,1746.42
18:15:25:847,13056,-11072,-5760,1176.249878,-180.369629,-337.902832,1237.042967,1746.42
18:15:26:166,-12704,1920,-2816,509.873474,-109.074547,-424.666016,672.4651972,1746.42
18:15:26:232,12096,3808,-2112,1179.455933,24.739237,-484.473206,1275.320593,1746.42
18:15:26:369,6976,-1056,2752,1564.653931,-13.65848,-370.077423,1607.882389,1746.42
18:15:26:660,1664,-4096,1632,1571.512573,-156.645538,-297.464478,1607.070225,1746.42
18:15:26:729,-224,-512,-1536,1455.344604,-169.616882,-342.485138,1504.690624,1746.42
18:15:26:816,32,-1888,32,1365.940674,-230.548126,-329.036407,1423.801714,1746.42
18:15:26:956,-384,-1120,576,1259.753174,-262.016479,-297.434204,1320.64295,1746.42
18:15:27:045,768,-32,-800,1230.69397,-254.021729,-314.687164,1295.439191,1746.42
18:15:27:134,192,-1088,-288,1172.201172,-282.159393,-313.792816,1245.847279,1746.42
18:15:27:220,-800,-1376,1344,1064.994507,-318.435791,-260.009338,1141.5864,1746.42
18:15:27:403,-544,-352,320,978.943604,-319.53598,-241.198792,1057.643929,1746.42
18:15:27:540,-256,32,-96,914.338379,-308.37149,-236.586472,993.5194039,1746.42
18:15:27:874,-576,480,-64,838.511475,-283.938843,-231.258011,914.9879933,1746.42
18:15:28:030,96,-192,-640,801.544128,-281.132935,-243.540619,883.6406223,1746.42
18:15:28:123,-640,-640,-928,732.211426,-291.779877,-263.66687,831.1373456,1746.42
18:15:28:255,224,1056,-544,708.24939,-252.675156,-271.780945,799.5791487,1746.42
18:15:28:349,608,-736,-128,703.691711,-266.659729,-267.714325,798.7242296,1746.42
18:15:28:435,1632,96,192,744.138,-256.365784,-255.034302,827.3495473,1746.42
18:15:28:528,-640,0,-1120,685.321777,-249.239899,-278.459412,780.5934341,1746.42
18:15:28:660,480,672,-448,676.730652,-224.201538,-283.005127,767.0219077,1746.42
18:15:28:842,-1024,-832,-352,608.157288,-240.572113,-284.812653,713.3361591,1746.42
18:15:28:933,-1216,-352,-224,535.149353,-243.529205,-283.258057,652.6303935,1746.42
18:15:29:023,384,992,1952,529.128967,-211.518875,-227.475128,613.5655076,1746.42
18:15:29:111,-928,-768,-352,473.151459,-225.910492,-230.639191,572.8021386,1746.42
18:15:29:336,192,128,832,462.458649,-216.891693,-204.243576,550.1140308,1746.42
18:15:29:969,320,96,160,457.210876,-209.062668,-195.232193,539.3186382,1746.42
18:15:30:055,1504,1216,352,494.503845,-174.063538,-181.92662,554.913924,1746.42
18:15:30:190,192,-192,-96,483.887329,-174.505447,-179.865173,544.9317193,1746.42
18:15:30:507,384,768,-864,480.480804,-151.835007,-195.920425,540.6482084,1746.42
18:15:30:602,-5184,544,-1504,293.311401,-135.190231,-226.315353,394.368629,1746.42
18:15:31:269,-512,-384,-1440,264.738281,-141.081833,-254.580719,393.448578,1746.42
18:15:31:493,-1216,-256,1920,213.211914,-143.752975,-203.916397,328.1861287,1746.42
18:15:31:583,-96,480,-704,202.516571,-129.552063,-215.785721,323.0482564,1746.42
18:15:31:723,-32,-384,-1376,194.629211,-135.285156,-242.947342,339.4201146,1746.42
18:15:31:946,96,-608,512,191.405441,-145.753281,-225.286316,329.596702,1746.42
18:15:32:169,672,288,-1152,206.645874,-136.269135,-246.782471,349.533092,1746.42
18:15:32:576,992,768,128,231.010056,-116.755875,-238.132217,351.7165522,1746.42
18:15:33:166,64,672,-192,225.908249,-99.799965,-237.083847,342.349705,1746.42
18:15:33:300,704,1280,1280,240.125946,-70.314301,-203.343353,322.417571,1746.42
18:15:33:396,-1504,-1504,224,189.288696,-101.120461,-193.770081,289.1408002,1746.42
18:15:33:479,224,-320,-864,190.305084,-105.853844,-208.578217,301.5392742,1746.42
18:15:33:616,-1600,0,-416,139.339798,-103.603554,-213.120743,274.8994849,1746.42
18:15:33:788,480,-288,768,149.097031,-107.44989,-192.009384,265.7875224,1746.42
18:15:34:643,576,1216,768,161.062683,-80.310333,-171.399139,248.5328998,1746.42
18:15:35:048,-768,544,-2144,135.521652,-67.43985,-213.637421,261.8304779,1746.42
18:15:35:454,1152,608,896,163.209747,-53.6297,-189.477676,255.7642585,1746.42
18:15:36:085,-96,32,640,156.200348,-51.891273,-171.418869,237.6461268,1746.42
18:15:36:582,-640,-224,480,135.131027,-55.32159,-157.313538,214.6355563,1746.42
18:15:36:939,-2304,-768,-1024,71.27478,-69.295479,-175.91655,202.0608578,1746.42
18:15:37:572,-320,-608,-736,60.81863,-79.79982,-187.885498,212.9973647,1746.42
18:15:37:750,320,-160,-896,60.201271,-74.963997,-195.448273,217.8160263,1746.42
18:15:37:840,960,-544,-32,82.8619,-83.763672,-192.062378,225.3228889,1746.42
18:15:37:975,-704,384,96,63.193123,-75.070175,-186.197433,210.4718176,1746.42
18:15:38:067,-672,128,352,44.98888,-71.33091,-175.397751,194.6187789,1746.42
18:15:38:382,160,-224,-544,47.807739,-74.102287,-182.725266,202.8922169,1746.42
18:15:38:470,64,320,-384,48.19598,-67.054688,-186.676804,204.1259729,1746.42
18:15:38:606,64,480,256,48.566154,-57.36935,-178.119614,193.3300559,1746.42
18:15:38:693,0,1504,-896,47.454292,-29.915003,-191.851715,199.8847112,1746.42
18:15:38:829,672,-160,-416,61.445774,-32.231773,-196.118149,208.0307638,1746.42
18:15:38:967,832,192,-448,78.536201,-28.298132,-200.843613,217.5014391,1746.42
18:15:39:055,-384,-672,1440,68.348763,-39.444656,-170.477829,187.8566594,1746.42
18:15:39:144,-512,-32,-96,55.728764,-39.316334,-169.080994,182.3179963,1746.42
18:15:39:385,-160,-256,128,51.08532,-42.988537,-163.603806,176.7029416,1746.42
18:15:39:504,-448,-576,-128,40.524727,-51.908955,-162.955505,175.759181,1746.42
18:15:39:593,-672,608,64,25.615902,-40.932716,-158.894043,166.0691982,1746.42
18:17:58:418,32,-288,-224,2.453399,-0.454532,2.579186,3.58858836,235.3
18:17:58:509,-96,-32,-32,2.290591,-0.49844,2.506613,3.43196129,235.3
18:17:58:599,64,-64,64,2.392669,-0.58676,2.635491,3.607625958,235.3
18:17:58:688,-32,-32,-64,2.335802,-0.630445,2.495957,3.476094537,235.3
18:17:58:777,-32,-32,64,2.279083,-0.674036,2.624648,3.540807955,235.3
18:17:58:871,32,-32,-160,2.328131,-0.717533,2.284667,3.339872881,235.3
18:17:58:958,-32,-64,0,2.27154,-0.805336,2.279885,3.317579789,235.3
18:17:59:051,64,32,32,2.373204,-0.759825,2.341962,3.419680872,235.3
18:17:59:182,-64,160,96,2.263936,-0.536965,2.537296,3.442616536,235.3
18:17:59:321,64,320,64,2.365537,-0.091797,2.665455,3.564946331,235.3
18:17:59:409,0,-192,128,2.361646,-0.359657,2.926573,3.777771104,235.3
18:17:59:498,96,128,32,2.515441,-0.18006,2.987169,3.909353356,235.3
18:17:59:588,0,64,-96,2.511309,-0.090157,2.781166,3.74829101,235.3
18:17:59:678,32,32,-96,2.559676,-0.04521,2.575613,3.631496592,235.3
18:17:59:769,-96,96,96,2.398188,0.089211,2.769997,3.66498945,235.3
18:17:59:862,0,160,-160,2.394258,0.313133,2.431401,3.426694394,235.3
18:17:59:947,-64,32,0,2.285609,0.357583,2.426337,3.352459596,235.3
18:18:00:041,-64,-224,32,2.177172,0.043097,2.487803,3.306221262,235.3
18:18:00:128,0,-32,96,2.173611,-0.001957,2.681871,3.452103803,235.3
18:18:00:218,-64,32,160,2.065563,0.043004,3.00829,3.649412086,235.3
18:18:00:308,96,-64,-128,2.218892,-0.046904,2.736173,3.523112882,235.3
18:18:00:398,32,0,-64,2.267515,-0.046839,2.597481,3.448293159,235.3
18:18:00:488,64,32,-64,2.3682,-0.001917,2.45918,3.414079845,235.3
18:18:00:578,-32,32,-96,2.312168,0.042907,2.254866,3.229919898,235.3
18:18:00:668,32,0,0,2.360524,0.042847,2.250187,3.261479872,235.3
18:18:00:803,64,0,-64,2.460819,0.042787,2.113004,3.243801286,235.3
18:18:00:893,-96,32,64,2.300674,0.08739,2,3.049711112,235.3
18:18:00:983,0,0,96,2.296931,0.087268,2.434896,3.348466254,235.3
18:18:01:073,0,-64,64,2.2932,-0.001987,2.562152,3.438516113,235.3
18:18:01:163,-32,-96,-32,2.23758,-0.135669,2.490771,3.350986498,235.3
18:18:01:252,-32,-160,32,2.182101,-0.358405,2.551632,3.376513702,235.3
