,Timestamp,AX,AY,AZ,fAX,fAY,fAZ,Amag,UL,SMA50AX,SMA50AY,SMA50AZ,AMAG,std,2std,3std
305,18:12:22:137000,352,-512,896,-34.648319,169.999329,57.626003,182.8142065,939.98,-174.08,22.4,-78.72,192.36019546673373,395.25898789896104,790.5179757979221,1185.776963696883
306,18:12:22:228000,1024,-256,-384,-19.056559,163.73613,50.101707,172.2871259,939.98,-163.84,-12.8,-64.64,176.594776819701,395.25898789896104,790.5179757979221,1185.776963696883
307,18:12:22:362000,-768,-288,-32,-30.153637,157.135818,48.714375,167.2542898,939.98,-220.16,-74.88,-78.72,245.5082043435616,395.25898789896104,790.5179757979221,1185.776963696883
308,18:12:22:541000,-224,-832,-1056,-33.025684,142.764877,30.327734,149.6404937,939.98,-218.24,-101.76,-96.0,259.22923291943755,395.25898789896104,790.5179757979221,1185.776963696883
309,18:12:22:721000,32,0,928,-32.072697,140.680527,45.343079,151.2470277,939.98,-208.0,-110.72,-79.36,248.63814671123978,395.25898789896104,790.5179757979221,1185.776963696883
310,18:12:22:813000,-1248,-800,-224,-49.657913,127.106224,40.833679,142.4404782,939.98,-250.24,-135.68,-39.04,287.3207991078961,395.25898789896104,790.5179757979221,1185.776963696883
311,18:12:22:900000,-672,-608,-800,-58.742767,116.455437,26.914721,133.1802676,939.98,-274.56,-145.28,-42.24,313.48634675213526,395.25898789896104,790.5179757979221,1185.776963696883
312,18:12:23:037000,1568,608,-1408,-35.050419,123.577316,3.161851,128.4907865,939.98,-243.2,-106.88,-56.96,271.687349723906,395.25898789896104,790.5179757979221,1185.776963696883
313,18:12:23:125000,0,384,-320,-34.531136,127.332672,-2.248992,131.951001,939.98,-238.72,-97.28,-49.28,262.44838578280496,395.25898789896104,790.5179757979221,1185.776963696883
314,18:12:23:265000,1216,864,192,-16.261961,137.858337,0.970178,138.8175555,939.98,-204.8,-78.08,-45.44,223.83994281629006,395.25898789896104,790.5179757979221,1185.776963696883
315,18:12:23:349000,448,288,384,-9.412431,140.004089,7.238278,140.5066954,939.98,-192.64,-76.16,-38.4,210.67765709728212,395.25898789896104,790.5179757979221,1185.776963696883
316,18:12:23:529000,-704,-128,608,-19.603493,136.21669,16.984062,138.6641336,939.98,-225.28,-80.0,37.76,242.0266431614503,395.25898789896104,790.5179757979221,1185.776963696883
317,18:12:23:666000,64,-160,-192,-18.378042,132.067108,13.608526,134.0323298,939.98,-239.36,-76.8,29.44,253.09714182503131,395.25898789896104,790.5179757979221,1185.776963696883
318,18:12:23:804000,-192,1024,-1632,-20.890341,144.461197,-12.656625,146.5115488,939.98,-245.76,-52.48,33.28,253.49494353931402,395.25898789896104,790.5179757979221,1185.776963696883
319,18:12:23:936000,1600,416,-2592,2.308425,148.248184,-54.490147,157.9621126,939.98,-181.76,-45.44,-27.52,189.36430920318645,395.25898789896104,790.5179757979221,1185.776963696883
320,18:12:24:162000,-928,1504,1312,15.509564,155.853912,-53.153221,165.3972592,939.98,-189.44,-81.92,-14.72,206.918047545399,395.25898789896104,790.5179757979221,1185.776963696883
321,18:12:24:253000,192,0,-704,18.147009,153.665833,-64.27877,167.5537599,939.98,-181.76,-61.44,-15.36,192.47727346364817,395.25898789896104,790.5179757979221,1185.776963696883
322,18:12:24:436000,992,192,-896,32.535694,154.198196,-78.436096,176.0337359,939.98,-161.28,-62.08,-21.12,174.10117518270806,395.25898789896104,790.5179757979221,1185.776963696883
323,18:12:24:566000,896,512,-608,45.348866,159.102814,-87.444244,187.1275524,939.98,-143.36,-61.44,-59.52,166.9418868948114,395.25898789896104,790.5179757979221,1185.776963696883
324,18:12:24:703000,-256,672,-416,40.867496,166.087311,-92.99688,194.6883838,939.98,-151.68,-45.44,-79.36,177.11472440201013,395.25898789896104,790.5179757979221,1185.776963696883
325,18:12:25:628000,448,704,-2944,46.868687,173.387177,-140.684616,228.1489604,939.98,-68.48,110.72,-144.0,194.12477636819057,395.25898789896104,790.5179757979221,1185.776963696883
326,18:12:25:896000,1120,-352,-672,62.582096,166.278091,-149.915283,232.4640066,939.98,-25.6,71.68,-152.96,170.85123353373834,395.25898789896104,790.5179757979221,1185.776963696883
327,18:12:25:961000,-224,736,800,58.358898,173.962997,-133.524597,226.9310541,939.98,-16.0,70.4,-146.56,163.37684536065692,395.25898789896104,790.5179757979221,1185.776963696883
328,18:12:26:348000,-384,1344,-1344,51.898491,189.71048,-154.440277,250.0706275,939.98,-49.92,111.36,-172.8,211.54880288009196,395.25898789896104,790.5179757979221,1185.776963696883
329,18:12:26:704000,96,736,32,52.538834,197.132782,-151.198181,253.9341504,939.98,-51.2,128.0,-181.12,227.61786924580417,395.25898789896104,790.5179757979221,1185.776963696883
330,18:12:26:817000,96,1568,1152,53.161388,215.706818,-128.841965,256.8186451,939.98,-35.2,161.92,-164.48,233.4754736583695,395.25898789896104,790.5179757979221,1185.776963696883
331,18:12:27:065000,-288,1216,1088,48.339352,229.440308,-107.793602,258.067837,939.98,-54.4,199.04,-131.84,244.86336434836468,395.25898789896104,790.5179757979221,1185.776963696883
332,18:12:27:131000,128,-1056,-1504,49.457066,211.687439,-132.101593,254.3784662,939.98,-66.56,177.92,-172.16,256.36853473076604,395.25898789896104,790.5179757979221,1185.776963696883
333,18:12:27:315000,480,32,192,55.423763,209.177582,-126.403389,250.6090004,939.98,-56.32,167.04,-167.04,242.8511181773722,395.25898789896104,790.5179757979221,1185.776963696883
334,18:12:27:510000,-608,608,512,46.278339,214.69104,-115.302948,248.0497876,939.98,-67.84,200.32,-146.56,257.3134306638501,395.25898789896104,790.5179757979221,1185.776963696883
335,18:12:27:580000,-224,-384,-1344,42.555073,206.463165,-136.565659,251.1735495,939.98,-78.72,200.96,-141.44,258.04463489869346,395.25898789896104,790.5179757979221,1185.776963696883
336,18:12:27:672000,-448,-160,-32,35.85363,201.436432,-134.743973,244.9858306,939.98,-84.48,160.0,-158.08,240.26268291184965,395.25898789896104,790.5179757979221,1185.776963696883
337,18:12:27:805000,-576,1056,1088,27.527983,213.083359,-113.763718,243.1141527,939.98,-85.12,199.04,-129.92,252.4708743597962,395.25898789896104,790.5179757979221,1185.776963696883
338,18:12:27:988000,-1600,-2752,-608,5.415364,172.543243,-122.3013,211.5611138,939.98,-110.72,153.6,-132.48,231.0905207921779,395.25898789896104,790.5179757979221,1185.776963696883
339,18:12:28:075000,32,-256,160,5.783157,166.425125,-117.460983,203.7838307,939.98,-123.52,149.12,-136.96,237.17505433750827,395.25898789896104,790.5179757979221,1185.776963696883
340,18:12:28:165000,192,1440,288,8.325605,184.502899,-110.588226,215.2681843,939.98,-114.56,177.92,-136.32,251.71941204444283,395.25898789896104,790.5179757979221,1185.776963696883
341,18:12:28:345000,1056,352,-1952,22.488853,186.906021,-141.525482,235.518728,939.98,-97.92,180.48,-181.76,274.2226365565031,395.25898789896104,790.5179757979221,1185.776963696883
342,18:12:28:525000,992,1216,-2016,35.687885,201.509903,-173.618988,268.3717927,939.98,-30.08,220.16,-234.88,323.33240852101414,395.25898789896104,790.5179757979221,1185.776963696883
343,18:12:28:661000,768,384,256,45.711868,204.115189,-166.120773,267.1117678,939.98,-22.4,222.72,-235.52,324.9240354298217,395.25898789896104,790.5179757979221,1185.776963696883
344,18:12:28:753000,512,-1568,1536,52.099251,179.082245,-136.676407,231.2254801,939.98,-14.72,188.16,-193.92,270.6027169117117,395.25898789896104,790.5179757979221,1185.776963696883
345,18:12:28:840000,288,480,-1440,55.31636,183.420227,-159.579941,249.3363931,939.98,3.2,196.48,-218.88,294.1480661163693,395.25898789896104,790.5179757979221,1185.776963696883
346,18:12:28:933000,1216,-1472,-384,71.004959,159.755554,-163.55484,239.4028549,939.98,21.12,167.04,-218.88,276.14646548525656,395.25898789896104,790.5179757979221,1185.776963696883
347,18:12:29:021000,704,-2144,960,79.640144,126.227554,-143.914673,207.3339843,939.98,49.28,133.76,-211.2,254.8052118776223,395.25898789896104,790.5179757979221,1185.776963696883
348,18:12:29:201000,1376,1792,-1504,97.304672,151.207291,-167.796875,245.9423414,939.98,117.12,129.92,-243.2,299.57059401750365,395.25898789896104,790.5179757979221,1185.776963696883
349,18:12:29:495000,-2912,3104,736,55.81596,196.264053,-151.783936,254.3095813,939.98,79.36,202.88,-264.96,343.0191038411709,395.25898789896104,790.5179757979221,1185.776963696883
350,18:12:29:564000,-2080,352,3008,25.047361,198.740753,-95.798622,222.0419626,939.98,56.96,215.68,-236.8,325.32528951804534,395.25898789896104,790.5179757979221,1185.776963696883
351,18:12:29:811000,-352,1024,-320,19.467405,211.699158,-99.943993,234.9134204,939.98,74.24,227.2,-279.04,367.4163023057088,395.25898789896104,790.5179757979221,1185.776963696883
352,18:12:29:876000,1216,-416,-896,37.04641,201.837616,-114.459076,234.9717851,939.98,93.44,213.76,-300.8,380.6639084546892,395.25898789896104,790.5179757979221,1185.776963696883
353,18:12:30:015000,-3072,480,2208,-9.03046,206.193298,-72.220161,218.6617868,939.98,36.48,234.24,-219.52,323.0916253944073,395.25898789896104,790.5179757979221,1185.776963696883
354,18:12:30:147000,-1376,-1984,3488,-30.215523,172.241409,-5.727772,174.9653914,939.98,-0.64,179.2,-128.0,220.22045681543756,395.25898789896104,790.5179757979221,1185.776963696883
355,18:12:30:237000,1920,2272,-2528,0.348278,205.676208,-55.199436,212.9549285,939.98,30.72,234.88,-196.48,307.76082141819154,395.25898789896104,790.5179757979221,1185.776963696883
356,18:12:30:373000,-2528,-512,-32,-40.161907,193.962967,-54.731098,205.4996458,939.98,-40.32,229.76,-189.44,300.5043653593072,395.25898789896104,790.5179757979221,1185.776963696883
357,18:12:30:460000,-256,1920,32,-43.734879,222.072708,-53.014088,232.4640205,939.98,-30.08,273.92,-188.16,333.67822584040454,395.25898789896104,790.5179757979221,1185.776963696883
358,18:12:30:550000,-1344,3840,96,-64.998795,282.017273,-50.116409,293.7179601,939.98,-52.48,367.36,-165.12,406.1676186009909,395.25898789896104,790.5179757979221,1185.776963696883
359,18:12:30:779000,-4160,-2144,1280,-84.701813,227.272186,-35.34502,245.1047003,939.98,-136.32,324.48,-158.08,385.82340416309637,395.25898789896104,790.5179757979221,1185.776963696883
360,18:12:30:910000,576,-992,576,-72.596161,205.426208,-23.660191,219.1573274,939.98,-99.84,320.64,-142.08,364.64333478071416,395.25898789896104,790.5179757979221,1185.776963696883
361,18:12:31:003000,-1408,-1504,1344,-96.935448,174.616638,2.29774,199.7316474,939.98,-114.56,302.72,-99.2,338.53217276944304,395.25898789896104,790.5179757979221,1185.776963696883
362,18:12:31:095000,2464,512,-3648,-49.893093,180.790237,-67.517967,199.3316492,939.98,-96.64,300.8,-144.0,347.21164957414663,395.25898789896104,790.5179757979221,1185.776963696883
363,18:12:31:227000,-4416,-1920,2496,-132.605652,142.789673,-15.966521,195.5200231,939.98,-184.96,254.72,-87.68,326.77249333442984,395.25898789896104,790.5179757979221,1185.776963696883
364,18:12:31:315000,448,-480,-352,-120.887428,131.268051,-22.923422,179.918189,939.98,-200.32,227.84,-98.56,318.9878392666404,395.25898789896104,790.5179757979221,1185.776963696883
365,18:12:31:566000,576,832,-64,-106.943687,144.151749,-23.762066,181.0561093,939.98,-197.76,238.72,-107.52,328.1109665951444,395.25898789896104,790.5179757979221,1185.776963696883
366,18:12:31:789000,-160,864,-3168,-107.998665,157.326782,-86.722984,209.6098851,939.98,-186.88,258.56,-183.04,367.8057226308476,395.25898789896104,790.5179757979221,1185.776963696883
367,18:12:31:857000,960,-928,3904,-87.154861,137.543884,-3.556726,162.8709309,939.98,-168.96,243.2,-101.12,312.9200792534733,395.25898789896104,790.5179757979221,1185.776963696883
368,18:12:31:992000,1120,928,-1984,-63.562241,151.995605,-47.142269,171.3628196,939.98,-142.72,241.28,-108.16,300.47233217053446,395.25898789896104,790.5179757979221,1185.776963696883
369,18:12:32:091000,-2336,-1856,1280,-108.154449,115.383453,-17.456869,159.1083541,939.98,-221.44,195.84,-30.72,297.2081721622069,395.25898789896104,790.5179757979221,1185.776963696883
370,18:12:32:326000,192,-1568,-384,-102.12059,84.051598,-25.684376,134.73297,939.98,-199.04,134.4,-64.64,248.7139143674917,395.25898789896104,790.5179757979221,1185.776963696883
371,18:12:32:397000,-1664,1184,2112,-133.080658,104.814133,21.581589,170.7695201,939.98,-236.16,158.08,-8.32,284.30626866110424,395.25898789896104,790.5179757979221,1185.776963696883
372,18:12:32:578000,-2208,-768,-544,-174.645508,88.295204,8.835336,195.8957878,939.98,-300.16,138.88,-1.28,330.7345134696408,395.25898789896104,790.5179757979221,1185.776963696883
373,18:12:32:847000,-1728,-1248,1408,-206.391327,63.049068,40.013748,219.4849992,939.98,-352.64,103.68,39.04,369.63310674234793,395.25898789896104,790.5179757979221,1185.776963696883
374,18:12:33:208000,-1056,1568,-896,-223.924698,91.685951,19.052496,242.7170814,939.98,-368.64,121.6,29.44,389.2925933022615,395.25898789896104,790.5179757979221,1185.776963696883
375,18:12:33:341000,1248,-960,2688,-193.66745,71.467957,78.582176,220.884378,939.98,-352.64,88.32,142.08,390.3102847735376,395.25898789896104,790.5179757979221,1185.776963696883
376,18:12:33:585000,-1952,-1280,-3968,-230.105133,45.451038,-14.310348,234.9871383,939.98,-414.08,69.76,76.16,426.76580181640605,395.25898789896104,790.5179757979221,1185.776963696883
377,18:12:34:039000,2880,2976,-4352,-164.789474,102.268158,-119.338127,227.7189835,939.98,-352.0,114.56,-26.88,371.14758250593525,395.25898789896104,790.5179757979221,1185.776963696883
378,18:12:34:725000,-992,288,-352,-182.839752,106.003494,-125.303284,245.6990611,939.98,-364.16,93.44,-7.04,376.02273973790466,395.25898789896104,790.5179757979221,1185.776963696883
379,18:12:34:960000,384,1312,128,-170.539154,129.866226,-118.942528,245.145191,939.98,-358.4,104.96,-5.12,373.48812029300205,395.25898789896104,790.5179757979221,1185.776963696883
380,18:12:37:659000,-704,-672,-224,-181.995239,113.939949,-121.528748,246.7261956,939.98,-374.4,60.16,-32.64,380.6047230395335,395.25898789896104,790.5179757979221,1185.776963696883
381,18:12:40:677000,2016,1824,-4736,-135.30304,147.766403,-232.62204,307.0095047,939.98,-328.32,72.32,-149.12,367.7784376496262,395.25898789896104,790.5179757979221,1185.776963696883
382,18:12:41:393000,160,3424,4512,-128.89621,213.445969,-111.050407,272.9571533,939.98,-327.68,161.92,-28.8,366.63566220431966,395.25898789896104,790.5179757979221,1185.776963696883
383,18:12:41:621000,2624,-4672,17312,-70.100372,111.271156,364.405396,387.4101508,939.98,-284.8,67.84,313.6,429.0201226049893,395.25898789896104,790.5179757979221,1185.776963696883
384,18:12:41:759000,288,3584,-4448,-62.208862,189.207504,193.603622,277.7621006,939.98,-266.88,127.36,214.4,365.25725728587514,395.25898789896104,790.5179757979221,1185.776963696883
385,18:12:41:845000,-1888,-8640,-6496,-101.852371,-17.736475,-56.927864,118.0223272,939.98,-300.16,-37.76,111.36,322.3707381261519,395.25898789896104,790.5179757979221,1185.776963696883
386,18:12:41:982000,12448,4800,-14080,174.376907,111.558769,-628.115112,661.3480616,939.98,-42.24,61.44,-169.6,185.26535347981283,395.25898789896104,790.5179757979221,1185.776963696883
387,18:12:42:072000,-32,-416,-12896,168.846573,96.479942,-1236.238281,1251.440223,939.98,-31.36,32.0,-449.28,451.50854698443965,395.25898789896104,790.5179757979221,1185.776963696883
388,18:12:42:207000,-2272,10912,14944,104.889503,400.103912,-295.463501,508.3144978,939.98,-44.8,305.28,-138.24,338.1023750286294,395.25898789896104,790.5179757979221,1185.776963696883
389,18:12:42:341000,16032,11136,-1056,530.890442,754.582275,-349.811035,986.7151724,939.98,275.2,533.12,-162.56,621.5928957122982,395.25898789896104,790.5179757979221,1185.776963696883
390,18:12:42:519000,-576,-9664,-8192,493.183624,352.831085,-880.252319,1068.907857,939.98,259.84,311.04,-332.16,524.0161951695768,395.25898789896104,790.5179757979221,1185.776963696883
391,18:12:42:743000,4064,5888,-9952,613.334656,599.265259,-1538.58728,1761.405424,939.98,320.0,421.76,-492.16,722.8436644254413,395.25898789896104,790.5179757979221,1185.776963696883
392,18:12:43:465000,-7552,-13632,6464,363.065887,59.532742,-1948.152466,1982.588968,939.98,149.12,124.8,-322.56,376.6387765485652,395.25898789896104,790.5179757979221,1185.776963696883
393,18:12:43:783000,-5760,-11968,8640,128.768127,-635.57782,-877.628113,1091.224771,939.98,18.56,-122.24,-154.88,198.17897365765117,395.25898789896104,790.5179757979221,1185.776963696883
394,18:12:43:931000,-6976,3008,-3488,-163.819962,-391.825653,-1162.535522,1237.680557,939.98,-131.2,-30.72,-255.36,288.73151542566325,395.25898789896104,790.5179757979221,1185.776963696883
395,18:12:44:366000,-2080,-4064,3616,-249.8965,-637.742432,-670.287415,958.3573911,939.98,-178.56,-121.6,-154.24,265.4434237271664,395.25898789896104,790.5179757979221,1185.776963696883
396,18:12:44:725000,3744,6080,-3328,-71.91304,-187.217545,-939.81189,960.9725714,939.98,-128.0,29.44,-213.12,250.3414628063038,395.25898789896104,790.5179757979221,1185.776963696883
397,18:12:46:529000,608,1088,-1632,-40.695522,-97.063347,-1006.605652,1012.093058,939.98,-129.92,94.08,-264.96,309.73223016018204,395.25898789896104,790.5179757979221,1185.776963696883
398,18:12:48:373000,-576,672,-512,-64.499886,-45.075253,-962.529297,965.7404731,939.98,-168.96,71.68,-245.12,306.2177630380054,395.25898789896104,790.5179757979221,1185.776963696883
399,18:12:49:949000,384,288,-352,-45.209118,-23.681728,-912.12085,913.5475541,939.98,-103.04,15.36,-266.88,286.49276709892695,395.25898789896104,790.5179757979221,1185.776963696883
400,18:12:50:052000,1248,-512,160,8.578755,-53.337978,-829.430786,831.1882841,939.98,-36.48,-1.92,-323.84,325.8938821150222,395.25898789896104,790.5179757979221,1185.776963696883
401,18:12:50:124000,0,-96,1024,8.227694,-55.803036,-694.078247,696.3664888,939.98,-29.44,-24.32,-296.96,299.4051061688828,395.25898789896104,790.5179757979221,1185.776963696883
402,18:12:50:217000,96,512,1344,11.678894,-24.761873,-550.591064,551.2713186,939.98,-51.84,-5.76,-252.16,257.49801707974376,395.25898789896104,790.5179757979221,1185.776963696883
403,18:12:50:351000,2208,1824,-2400,94.911224,72.100159,-676.851196,687.26568,939.98,53.76,21.12,-344.32,349.13099891015116,395.25898789896104,790.5179757979221,1185.776963696883
404,18:12:50:486000,768,-288,992,120.525879,53.544018,-566.515015,581.6637444,939.98,96.64,55.04,-394.24,409.62649914281667,395.25898789896104,790.5179757979221,1185.776963696883
405,18:12:50:577000,1248,992,-1568,162.395142,99.848152,-630.562439,658.7494403,939.98,83.2,29.44,-375.04,385.2842524682264,395.25898789896104,790.5179757979221,1185.776963696883
406,18:12:50:667000,928,992,-1440,190.403763,142.547455,-680.131287,720.5219896,939.98,152.32,59.52,-403.2,435.1025773309094,395.25898789896104,790.5179757979221,1185.776963696883
407,18:12:50:756000,1376,-96,-768,232.864197,131.466431,-685.278992,735.6061811,939.98,184.96,19.2,-419.2,458.59293670967065,395.25898789896104,790.5179757979221,1185.776963696883
408,18:12:50:852000,896,-320,-576,256.316772,111.33445,-679.221252,734.462495,939.98,229.76,-64.0,-432.64,494.0273547082185,395.25898789896104,790.5179757979221,1185.776963696883
409,18:12:50:936000,-1696,512,-2272,188.775452,128.586182,-763.051086,796.5033191,939.98,279.04,-10.88,-503.68,575.9125266913371,395.25898789896104,790.5179757979221,1185.776963696883
410,18:12:51:070000,-2368,-768,2528,100.057899,91.290634,-593.527832,608.786375,939.98,220.16,-6.4,-464.64,514.2000731232931,395.25898789896104,790.5179757979221,1185.776963696883
411,18:12:51:161000,-1024,-1280,1600,60.50246,35.584591,-479.368774,484.4803735,939.98,227.84,-1.92,-459.52,512.9067969914222,395.25898789896104,790.5179757979221,1185.776963696883
412,18:12:51:268000,-448,-1984,-64,42.841507,-45.33007,-457.965881,462.193637,939.98,169.6,-51.84,-387.84,426.46384512640697,395.25898789896104,790.5179757979221,1185.776963696883
413,18:12:51:388000,1280,384,-2624,84.775391,-28.15029,-564.945129,571.9635517,939.98,283.52,-5.76,-490.24,566.3497378828739,395.25898789896104,790.5179757979221,1185.776963696883
414,18:12:51:567000,-1792,-1760,4928,21.775705,-95.334396,-295.769318,311.5161599,939.98,238.72,-31.36,-384.64,453.78256643463067,395.25898789896104,790.5179757979221,1185.776963696883
415,18:12:51:747000,2784,-160,-1664,114.740784,-97.82972,-366.345428,396.162939,939.98,282.88,-51.2,-416.64,506.1930698853946,395.25898789896104,790.5179757979221,1185.776963696883
416,18:12:51:837000,1504,3360,-2048,162.388351,30.803896,-450.977295,480.31175,939.98,316.16,-1.28,-394.24,505.3552825488223,395.25898789896104,790.5179757979221,1185.776963696883
417,18:12:51:977000,3904,-1216,5600,289.78949,-16.888779,-151.774582,327.5648075,939.98,375.04,-7.04,-360.32,520.1298545555715,395.25898789896104,790.5179757979221,1185.776963696883
418,18:12:52:059000,-1888,-1632,-672,212.901077,-77.821579,-179.096725,288.8922007,939.98,314.88,-58.24,-334.08,462.764257911088,395.25898789896104,790.5179757979221,1185.776963696883
419,18:12:52:150000,2944,1120,-2080,309.9487,-32.920685,-274.887329,415.5899563,939.98,420.48,1.28,-401.28,581.2320596801246,395.25898789896104,790.5179757979221,1185.776963696883
420,18:12:52:239000,576,2784,-512,319.558899,71.205795,-286.673676,435.1665792,939.98,428.16,88.32,-403.84,595.1538906871062,395.25898789896104,790.5179757979221,1185.776963696883
421,18:12:52:376000,-288,544,-5536,298.269257,88.973305,-536.372925,620.1424944,939.98,455.68,75.52,-556.8,723.4457635510764,395.25898789896104,790.5179757979221,1185.776963696883
422,18:12:52:692000,704,3360,-4448,312.166443,208.524948,-731.708069,822.3911723,939.98,513.92,158.08,-634.88,831.9709533391175,395.25898789896104,790.5179757979221,1185.776963696883
423,18:12:52:871000,-608,-864,-864,281.45343,168.326477,-738.467224,808.0121763,939.98,536.32,165.76,-680.32,882.0152053111103,395.25898789896104,790.5179757979221,1185.776963696883
424,18:12:53:096000,2080,-1472,-3392,340.579681,107.843437,-867.777893,938.4365709,939.98,599.04,104.96,-730.24,950.3241451210213,395.25898789896104,790.5179757979221,1185.776963696883
425,18:12:53:274000,1088,64,-1504,365.196198,106.235031,-898.833679,975.9898193,939.98,595.84,125.44,-814.08,1016.6055014606206,395.25898789896104,790.5179757979221,1185.776963696883
426,18:12:53:364000,1184,160,32,391.681519,108.139221,-854.986511,946.6310989,939.98,658.56,154.24,-734.08,998.1806938625891,395.25898789896104,790.5179757979221,1185.776963696883
427,18:15:17:321000,-1984,-1184,-128,10.911464,20.143747,38.438805,44.74787503,1746.42,561.28,71.04,-649.6,861.4302525451495,395.25898789896104,790.5179757979221,1185.776963696883
428,18:15:21:642000,1120,1504,-608,5.466331,39.520996,30.415575,50.16868647,1746.42,603.52,95.36,-654.72,895.537938001512,395.25898789896104,790.5179757979221,1185.776963696883
429,18:15:22:408000,-2144,-2048,960,-33.58997,1.751053,42.425961,54.14161466,1746.42,552.96,28.16,-638.08,844.8099393354697,395.25898789896104,790.5179757979221,1185.776963696883
430,18:15:22:720000,-3552,-1696,384,-99.028473,-29.657183,46.862812,113.5002648,1746.42,496.0,7.68,-625.92,798.6556384324848,395.25898789896104,790.5179757979221,1185.776963696883
431,18:15:23:036000,-2880,-2720,2880,-153.310471,-80.152374,83.436729,192.0681945,1746.42,398.08,-83.2,-473.6,624.2490579888768,395.25898789896104,790.5179757979221,1185.776963696883
432,18:15:23:130000,2432,-2112,-4192,-101.116325,-119.560745,25.901129,158.7140555,1746.42,443.52,-193.92,-647.68,808.5816836906461,395.25898789896104,790.5179757979221,1185.776963696883
433,18:15:23:483000,6112,768,-3584,28.061602,-102.001076,-26.072914,108.956275,1746.42,513.28,-85.12,-1065.6,1185.8352047396804,395.25898789896104,790.5179757979221,1185.776963696883
434,18:15:23:621000,896,1760,-160,47.886032,-65.248985,-28.108932,85.67738419,1746.42,525.44,-121.6,-979.84,1118.46331151272,395.25898789896104,790.5179757979221,1185.776963696883
435,18:15:23:726000,320,-6240,4800,54.065632,-189.128448,44.381699,201.6491944,1746.42,569.6,-73.6,-753.92,947.7639402298444,395.25898789896104,790.5179757979221,1185.776963696883
436,18:15:23:800000,4928,0,8128,162.868805,-184.959488,175.315506,302.4430302,1746.42,419.2,-169.6,-309.76,548.1277748846522,395.25898789896104,790.5179757979221,1185.776963696883
437,18:15:23:893000,3136,4704,-8288,233.967285,-79.126205,19.009953,247.7156133,1746.42,482.56,-67.2,-217.6,533.6007436276677,395.25898789896104,790.5179757979221,1185.776963696883
438,18:15:23:980000,-1248,1024,5248,197.34845,-53.519943,129.541565,242.0574562,1746.42,503.04,-264.96,-411.52,701.8559350749981,395.25898789896104,790.5179757979221,1185.776963696883
439,18:15:24:070000,6912,-288,160,363.94397,-58.953964,130.236511,391.0144907,1746.42,320.64,-493.44,-387.2,704.4266343630115,395.25898789896104,790.5179757979221,1185.776963696883
440,18:15:24:163000,11264,6656,1088,662.303894,93.8358,151.614227,685.8851793,1746.42,557.44,-167.04,-201.6,615.860597213363,395.25898789896104,790.5179757979221,1185.776963696883
441,18:15:24:252000,-2016,-1312,-1216,575.891479,58.464851,121.195686,591.4030171,1746.42,435.84,-311.04,-26.88,536.1202491978828,395.25898789896104,790.5179757979221,1185.776963696883
442,18:15:24:341000,4224,4832,-3488,695.821716,178.830734,40.566463,719.5789948,1746.42,671.36,58.24,-225.92,710.7432684169439,395.25898789896104,790.5179757979221,1185.776963696883
443,18:15:24:444000,4256,4544,-11520,817.12207,296.166809,-229.860901,899.0212955,1746.42,871.68,388.48,-629.12,1143.0374915985913,395.25898789896104,790.5179757979221,1185.776963696883
444,18:15:24:520000,-3584,1120,1184,662.148499,319.561066,-190.280563,759.4515141,1746.42,939.52,350.72,-535.68,1136.9500478033324,395.25898789896104,790.5179757979221,1185.776963696883
445,18:15:24:609000,2592,-1472,-1056,733.356384,269.29895,-214.503967,810.1515058,1746.42,1032.96,402.56,-629.12,1274.6971756460434,395.25898789896104,790.5179757979221,1185.776963696883
446,18:15:24:700000,6816,1792,-4096,957.853882,312.299316,-321.933258,1057.665327,1746.42,1094.4,316.8,-644.48,1308.9797822732023,395.25898789896104,790.5179757979221,1185.776963696883
447,18:15:24:882000,4448,32,-2752,1096.594727,304.373383,-392.312988,1203.774328,1746.42,1171.2,295.68,-666.88,1379.806159139754,395.25898789896104,790.5179757979221,1185.776963696883
448,18:15:24:971000,-4192,-2496,480,880.861206,226.945831,-366.60199,980.7231483,1746.42,1098.88,232.32,-647.04,1296.2139477725118,395.25898789896104,790.5179757979221,1185.776963696883
449,18:15:25:063000,160,-3200,3680,849.748779,129.725937,-248.782745,894.8713094,1746.42,1094.4,162.56,-566.4,1242.9585968969361,395.25898789896104,790.5179757979221,1185.776963696883
450,18:15:25:197000,1952,-704,1344,895.983643,105.196243,-200.184204,924.0815189,1746.42,1108.48,158.72,-542.72,1244.373315046574,395.25898789896104,790.5179757979221,1185.776963696883
451,18:15:25:290000,256,2560,-3712,869.675049,176.492569,-307.37439,939.1290292,1746.42,1113.6,211.84,-637.44,1300.5040942649891,395.25898789896104,790.5179757979221,1185.776963696883
452,18:15:25:532000,-2144,288,-320,749.217712,179.789688,-307.773773,829.6844022,1746.42,1068.8,207.36,-670.72,1278.7481878775038,395.25898789896104,790.5179757979221,1185.776963696883
453,18:15:25:601000,-1056,-1152,4672,675.824036,141.458649,-155.040558,707.6625267,1746.42,1003.52,147.84,-529.28,1144.1356451050722,395.25898789896104,790.5179757979221,1185.776963696883
454,18:15:25:847000,13056,-11072,-5760,1176.249878,-180.369629,-337.902832,1237.042967,1746.42,1249.28,-67.84,-664.32,1416.553509896467,395.25898789896104,790.5179757979221,1185.776963696883
